5.350000	9.950000	002
12.000000	13.890000	004
14.530000	16.800000	005
17.240000	20.640000	006
21.180000	25.730000	009
26.530000	29.460000	011
29.670000	32.540000	012	실수
33.130000	36.840000	013	실수
38.050000	40.540000	014
42.010000	50.540000	018
51.120000	55.760000	021
56.040000	60.450000	022	실수
60.540000	63.810000	024
64.000000	68.360000	026
68.490000	76.550000	030
77.510000	81.930000	032
82.140000	90.090000	036
90.080000	97.010000	039
97.840000	104.380000	043
104.550000	108.090000	046
108.120000	109.590000	047	실수
109.650000	111.260000	048
112.290000	115.420000	050
115.520000	122.030000	055
122.370000	131.410000	060
132.100000	137.170000	063
138.110000	144.370000	067
144.880000	150.560000	070
151.270000	158.510000	076
159.110000	164.550000	079
165.000000	168.050000	081
168.520000	175.560000	086
176.000000	180.870000	089
181.780000	190.330000	095
190.850000	193.730000	096
194.800000	201.030000	101
201.590000	209.540000	104
210.950000	214.310000	106
214.970000	221.040000	110
221.080000	229.120000	116
231.620000	238.630000	118
239.360000	245.260000	120	구간수정
246.320000	255.560000	122
255.840000	262.380000	125
262.700000	270.490000	128
271.770000	277.150000	131
277.440000	284.620000	135
285.730000	292.330000	137
293.360000	298.910000	141
299.000000	303.650000	144
304.870000	309.410000	147
309.520000	314.830000	149	구간수정
315.640000	317.240000	150
318.200000	324.310000	154
325.000000	330.260000	156
330.480000	335.390000	159
337.010000	344.630000	164
344.730000	347.260000	166
348.140000	355.250000	170
355.910000	359.080000	172
361.860000	366.090000	175
366.120000	369.280000	177
369.860000	378.750000	181
379.870000	385.050000	185
385.780000	390.680000	188
391.790000	398.730000	191
400.010000	402.200000	194
402.240000	404.270000	195
404.490000	406.010000	196	실수
406.160000	409.420000	197
409.930000	415.930000	200
416.540000	421.380000	201
421.730000	426.370000	204
427.260000	434.640000	208
435.170000	440.520000	211
441.450000	448.780000	214
448.850000	451.670000	216
452.360000	452.690000	217
452.710000	457.920000	220
458.360000	463.260000	222
463.880000	469.300000	226
469.730000	472.510000	228
473.360000	475.490000	231
476.300000	478.270000	232
478.880000	484.140000	237
485.040000	487.930000	239
488.510000	492.310000	240
493.150000	500.470000	245
501.080000	505.660000	247
506.020000	512.120000	249
512.570000	518.770000	252
519.080000	523.610000	255
523.610000	524.990000	256
525.760000	531.540000	260
