23.930000	28.760000	 05
29.610000	37.450000	 08
38.370000	47.240000	 11
48.080000	51.890000	 12
52.420000	59.190000	 15
59.280000	63.730000	 17
65.910000	74.720000	 21
75.610000	85.620000	 25
86.240000	94.220000	 29
95.540000	103.470000	 33
103.520000	109.420000	 36
110.160000	118.580000	 39
118.650000	124.340000	 40
125.300000	130.680000	 41
131.650000	138.170000	 43
139.080000	143.130000	 44
144.340000	153.230000	 47
154.270000	162.420000	 50
162.610000	172.880000	 54
174.040000	182.500000	 58
183.570000	191.870000	 62
192.730000	196.690000	 63
196.850000	205.390000	 65
206.360000	213.400000	 68
213.720000	221.420000	 71
222.260000	229.030000	 73
229.240000	237.000000	 78
237.840000	245.000000	 80
246.130000	252.020000	 82
253.350000	257.820000	 85
258.450000	265.000000	 88
265.850000	275.190000	 92
276.240000	282.850000	 94
283.560000	290.480000	 95
291.710000	298.950000	 97
299.690000	307.590000	 100
308.190000	310.660000	 101
311.420000	319.650000	 106
320.730000	326.660000	 110
328.070000	332.810000	 112
333.710000	339.350000	 115
340.320000	350.240000	 120
351.940000	356.210000	 121
356.910000	364.210000	 124
365.080000	370.740000	 126
371.550000	380.530000	 131
380.790000	387.290000	 133
388.370000	394.790000	 135
395.820000	400.600000	 138
401.530000	405.700000	 140
406.720000	414.350000	 143
415.680000	418.800000	 145
419.320000	424.360000	 146
425.110000	431.690000	 149
432.550000	435.490000	 151
436.040000	443.260000	 154
444.100000	447.740000	 155
448.490000	456.150000	 159
457.250000	460.560000	 160
461.390000	468.330000	 162
468.590000	473.900000	 164
474.860000	485.370000	 168
486.390000	491.590000	 171
491.670000	497.550000	 175
498.990000	503.340000	 178
504.110000	509.250000	 180
509.560000	514.440000	 183
515.400000	524.320000	 187
526.720000	534.000000	 190
534.990000	539.360000	 191
539.660000	546.070000	 193
547.380000	555.780000	 198
556.070000	564.120000	 202
564.930000	572.140000	 205
572.220000	576.800000	 207
577.850000	584.690000	 210
585.800000	593.510000	 213
595.340000	597.940000	 215
598.140000	606.550000	 219
607.150000	617.790000	 223
618.660000	623.020000	 225
624.090000	628.170000	 226
628.270000	635.300000	 228
636.120000	643.160000	 232
644.400000	647.590000	 234
648.130000	655.600000	 237
656.770000	665.430000	 243
665.510000	670.610000	 245
671.640000	677.740000	 247
678.830000	687.320000	 249
688.110000	695.920000	 254
696.110000	702.030000	 256
702.850000	711.750000	 259
712.670000	722.200000	 264
722.960000	728.490000	 266
729.060000	733.110000	 267
733.960000	739.280000	 270
740.320000	749.460000	 273
750.580000	755.570000	 277
755.790000	764.830000	 281
765.950000	776.170000	 285
777.360000	781.730000	 287
782.190000	792.040000	 290
793.200000	800.520000	 292
801.280000	809.860000	 294
810.050000	812.300000	 295
812.990000	817.890000	 296
818.350000	824.210000	 298
824.990000	832.280000	 301
833.390000	838.510000	 303
839.300000	847.500000	 306
848.510000	855.090000	 309
856.020000	861.480000	 310
861.820000	866.210000	 312
866.860000	869.600000	 313
870.450000	878.500000	 316
879.450000	888.440000	 318
888.930000	895.010000	 320
896.130000	900.730000	 324
901.960000	907.330000	 325
907.870000	915.390000	 329
916.010000	921.410000	 330
922.610000	928.330000	 333
929.090000	936.070000	 336
936.850000	946.440000	 340
947.160000	954.870000	 344
955.940000	965.750000	 349
965.840000	970.540000	 352
971.190000	972.860000	 353
973.500000	977.590000	 354
978.120000	982.550000	 356
983.180000	990.000000	 359
990.650000	994.290000	 360
995.200000	1003.980000	 364
1004.900000	1012.790000	 368
1013.610000	1020.880000	 371
1020.900000	1026.460000	 372
1027.220000	1037.250000	 378
1038.170000	1042.040000	 379
1042.560000	1050.130000	 383
1051.220000	1057.380000	 386
1058.050000	1066.470000	 390
1067.320000	1076.400000	 394
1076.580000	1079.820000	 395
1080.180000	1082.710000	 396
1083.210000	1091.750000	 401
1093.170000	1099.430000	 405
1100.320000	1109.590000	 409
1110.370000	1114.350000	 410
1114.840000	1119.770000	 412
1120.630000	1127.830000	 415
1128.770000	1136.080000	 418
1136.690000	1147.430000	 423
1148.160000	1155.040000	 427
1155.450000	1162.080000	 429
1162.880000	1171.920000	 432
1172.620000	1176.740000	 433
1177.330000	1184.780000	 437
1185.250000	1189.380000	 439
