0	659	0	019	fade-in
660	1855	1	020
1856	2938	2	021
2939	3263	0	023
3264	4333	1	024
4334	5205	2	025
5206	6078	1	026
6079	7185	2	027
7186	7958	0	028
7959	8874	1	029
8875	9850	2	030
9851	11450	1	031
11451	11904	0	032
11905	12828	2	033
12829	13705	1	034
13706	14681	2	035
14682	15391	0	036
15392	16325	1	037
16326	16885	2	038
16886	17767	1	039
17768	18647	2	040
18648	19688	1	041
19689	20879	2	042
20880	21305	0	043
21306	22108	1	044
22109	22824	2	045
22825	24063	1	046
24064	25090	2	047
25091	25659	0	048
25660	26711	1	049
26712	27947	2	050
27948	28605	1	051
28606	29536	2	052
29537	30242	1	053
30243	30895	0	054
30896	31862	2	055
31863	32754	1	056
32755	33424	2	057
33425	35008	1	058	인사
35009	35357	0	060	fade-out
