0	105	0	019	fade-in
106	1113	1	020
1114	1923	2	021
1924	2717	1	022
2718	3174	0	023
3175	4505	1	024
4506	4856	0	025
4857	5370	2	026
5371	6323	1	027
6324	6913	2	028
6914	7484	1	029
7485	8140	2	030
8141	9448	1	031
9449	10112	2	032
10113	10763	0	033
10764	12040	1	034
12041	12748	2	035
12749	13594	1	036
13595	13970	0	037
13971	14576	1	038
14577	15834	2	039
15835	16739	1	040
16740	17397	2	041
17398	18884	1	042
18885	20028	2	043
20029	20474	0	044
20475	21679	1	045
21680	22253	2	046
22254	23546	1	047
23547	24715	2	048
24716	26129	1	049
26130	26493	0	050
26494	27878	1	051
27879	28508	2	052
28509	29096	1	053
29097	30004	2	054
30005	31273	1	055
31274	31669	2	056
31670	32730	1	057
32731	33448	2	058
33449	34884	1	059	인사
34885	35254	0	100	fade-out
