0	114	0	019	fade-in
115	1049	1	020
1050	1798	2	022
1799	2447	1	024
2448	3004	0	026
3005	4192	1	028
4193	4889	2	030
4890	5690	1	032
5691	6459	2	034
6460	6813	0	036
6814	7494	1	038
7495	7864	2	040
7865	9076	1	041
9077	9855	2	043
9856	10230	0	045
10231	11949	1	047
11950	12516	2	050
12517	12902	0	052
12903	14445	1	054
14446	14926	2	055
14927	15692	1	057
15693	16675	2	059
16676	17266	1	061
17267	17859	2	063
17860	18803	1	064
18804	19505	2	066
19506	19817	0	067
19818	20854	1	069
20855	21503	2	071
21504	22597	1	073
22598	23494	2	075
23495	23950	0	077
23951	24933	1	079
24934	25888	2	081
25889	26645	1	083
26646	27821	2	085
27822	28332	1	087
28333	29011	2	089
29012	29479	0	091
29480	30465	1	092
30466	31107	2	093
31108	31530	1	095
31531	32299	2	096
32300	33829	1	098	인사
33830	34259	0	100	fade-out
