0	644	0	159	fade-in
645	1686	1	160
1687	2611	2	161
2612	3466	1	162
3467	4604	2	163
4605	5319	1	164
5320	5883	2	165
5884	6846	1	166
6847	7250	0	167
7251	8252	1	168
8253	9020	2	169
9021	10031	1	170
10032	10679	2	171
10680	11571	1	172
11572	12184	2	173
12185	12978	1	174
12979	13367	2	175
13368	14248	1	176
14249	14607	2	177
14608	15232	1	178
15233	15558	0	179
15559	16576	1	180
16577	17474	2	181
17475	18515	1	182
18516	19012	2	183
19013	20083	1	184
20084	20565	2	185
20566	21403	1	186
21404	22042	2	187
22043	22719	1	188
22720	23264	0	189
23265	24202	1	190
24203	24885	2	191
24886	26013	1	192
26014	26678	2	193
26679	27234	1	194
27235	27732	2	195
27733	28388	1	196
28389	28962	2	197
28963	29988	1	198
29989	30433	2	199
30434	31189	1	200
31190	31561	0	201
31562	32720	1	202
32721	33286	2	203
33287	35104	1	204
35105	35542	0	345
