0	618	0	141	fade-in
619	849	4	142	zoom-in
850	2384	1	143
2385	2875	0	144
2876	3620	1	145
3621	4012	2	146
4013	4456	1	147
4457	4879	2	148
4880	6840	1	149
6841	7778	2	150
7779	8254	1	151
8255	9023	2	152
9024	9980	1	153
9981	11791	2	154
11792	12871	1	155
12872	13736	2	156
13737	14225	1	157
14226	14688	2	158
14689	15444	1	159
15445	15927	0	160
15928	16695	1	161
16696	17186	2	162
17187	17846	1	163
17847	18190	2	164
18191	18816	1	165
18817	19154	0	166
19155	20154	1	167
20155	21710	2	168
21711	22421	1	169
22422	22734	2	170
22735	23469	1	171
23470	23844	0	172
23845	24575	1	173
24576	24970	2	174
24971	25628	1	175
25629	26051	0	185	fade-out
