0	771	0	080
772	2080	1	081
2081	2083	0	082
2084	2553	2	083
2554	2556	0	084
2557	3609	1	085
3610	3612	0	086
3613	4287	2	087
4288	4290	0	088
4291	5505	1	089
5506	5508	0	090
5509	5987	2	091
5988	7068	1	092
7069	7071	0	093
7072	7719	2	094
7720	7722	0	095
7723	10667	1	096
10668	11206	2	097
11207	11209	0	098
11210	12693	1	099
12694	13136	2	100
13137	13139	0	101
13140	14312	1	102
14313	14315	0	103
14316	14804	2	104
14805	14807	0	105
14808	17003	1	106
17004	17006	0	107
17007	17373	2	108
17374	17376	0	109
17377	18164	1	110
18165	18700	0	216
