0	663	0	151	fade-in
664	2029	1	152
2030	2754	2	153
2755	4774	1	154
4775	6001	2	155
6002	7257	1	156
7258	7924	2	157
7925	8763	1	158
8764	9432	2	159
9433	10626	1	160
10627	11017	0	161
11018	12206	1	162
12207	13062	2	163
13063	14485	1	164
14486	15361	2	165
15362	16121	1	166
16122	16772	2	167
16773	18423	1	168
18424	19053	0	169
19054	20023	1	170
20024	20723	0	171
20724	21975	1	172
21976	22868	2	173
22869	23833	1	174
23834	24364	2	175
24365	25009	1	176
25010	25466	2	177
25467	26223	1	178
26224	26870	2	179
26871	29321	1	180	인사
29322	30120	0	320	fade-out
