0	618	0	018	fade-in
619	1002	1	019
1003	1095	1	020	인사
1096	2122	1	021
2123	2772	2	022
2773	3264	1	023
3265	3972	2	024
3973	4615	1	025
4616	5683	2	026
5684	6379	1	027
6380	7457	2	028
7458	7923	1	029
7924	9070	2	030
9071	9438	1	031
9439	9774	0	032
9775	10128	1	033
10129	11716	2	034
11717	12640	1	035
12641	13168	0	036	
13169	13569	2	037
13570	14854	1	038
14855	16441	2	039
16442	17224	1	040
17225	17957	0	041
17958	18330	2	042
18331	19244	1	043
19245	19713	0	044
19714	20026	1	045
20027	20452	2	046
20453	21339	1	047
21340	21706	0	048
21707	22306	1	049
22307	22726	2	050
22727	23131	1	051
23132	23378	2	052
23379	24173	1	053
24174	24383	0	054
24384	24808	1	055
24809	25536	2	056
25537	26229	1	057
26230	26529	0	058
26530	26860	1	059
26861	27444	2	060
27445	28176	1	061
28177	28560	0	062
28561	29110	1	063
29111	29363	2	064
29364	30223	1	065
30224	30613	0	066
30614	31517	1	067
31518	32004	2	068
32005	32927	1	069
32928	33004	1	070	인사
33005	33409	0	071	fade-out
