0	819	0	157	fade-in
820	1831	1	158
1832	2356	2	159
2357	3668	1	160
3669	4033	2	161
4034	5365	1	162
5366	6379	2	163
6380	7509	1	164
7510	8134	2	165
8135	8400	0	166
8401	9501	1	167
9502	10099	2	168
10100	12170	1	169
12171	12607	2	170
12608	13424	1	171
13425	13739	0	172
13740	15027	2	173
15028	16638	1	174
16639	17302	2	175
17303	17813	1	176
17814	18377	2	177
18378	19450	1	178
19451	20659	2	179
20660	21364	1	180
21365	22385	2	181
22386	22954	0	182
22955	24140	1	183
24141	24796	2	184
24797	25820	1	185
25821	26352	2	186
26353	27183	1	187
27184	27640	0	188
27641	28588	2	189
28589	29507	1	190
29508	30217	2	191
30218	31640	1	192
31641	32504	2	193
32505	33425	1	194	인사
33426	36237	0	344	fade-out
