0	129	0	029	fade-in
130	1077	1	030
1078	1580	2	031
1581	2618	1	032
2619	3101	2	033
3102	3901	1	034
3902	4471	2	035
4472	4814	0	036
4815	5819	1	037
5820	6856	2	038
6857	7501	1	039
7502	7797	0	040
7798	8343	2	041
8344	9081	1	042
9082	9392	2	043
9393	10252	1	044
10253	10920	2	045
10921	11681	1	046
11682	12235	2	047
12236	12498	0	048
12499	13353	1	049
13354	13956	2	050
13957	14749	1	051
14750	15422	2	052
15423	15809	0	053
15810	16530	1	054
16531	17104	2	055
17105	17804	1	056
17805	18303	2	057
18304	18658	0	058
18659	19435	1	059
19436	20225	2	060
20226	20700	1	061
20701	21502	2	062
21503	21730	0	063
21731	22582	1	064
22583	23131	2	065
23132	23518	0	066
23519	24000	1	067
24001	24381	2	068
24382	25172	1	069
25173	26044	2	070
26045	26772	1	071
26773	27612	2	072
27613	27866	0	073
27867	28524	1	074
28525	29183	2	075
29184	29912	1	076
29913	30358	2	077
30359	30575	0	078
30576	31425	1	079
31426	31718	2	080
31719	32646	1	081	인사
32647	33052	0	140	fade-out
