0	28	0	001	fade-in
29	745	1	012
746	1079	3	013
1080	1660	1	014
1661	2002	3	015
2003	2559	1	016
2560	2918	3	017
2919	3418	1	018
3419	3882	3	019
3883	4706	1	020
4707	5172	3	021
5173	5513	1	022
5514	5851	3	023
5852	6378	1	024
6379	6679	3	025
6680	7117	1	026
7118	7592	3	027
7593	8070	1	028
8071	8383	3	029
8384	8901	1	030
8902	9247	3	031
9248	9823	1	032
9824	10262	3	033
10263	11086	1	034
11087	11437	3	035
11438	12221	1	036
12222	12681	3	037
12682	13286	1	038
13287	13722	3	039
13723	14584	1	040
14585	15164	3	041
15165	16393	1	042
16394	16911	3	043
16912	17679	1	044
17680	18056	3	045	인사
18057	18102	0	052	fade-out
