0	693	0	202	fade-in
694	816	4	203	zoom-in
817	2218	1	203
2219	2921	2	204
2922	3708	1	205
3709	4546	0	206
4547	6004	1	207
6005	6334	0	208
6335	6920	1	209
6921	7417	2	210
7418	7899	1	211
7900	8363	2	212
8364	9428	1	213
9429	9895	2	214
9896	10506	1	215
10507	11061	2	216
11062	11969	1	217
11970	12498	0	218
12499	13330	1	219
13331	14607	2	220
14608	15271	1	221
15272	15937	2	222
15938	16748	1	223
16749	17252	2	224
17253	18026	1	225
18027	18654	2	226
18655	19217	1	227
19218	20674	2	228
20675	21410	1	229
21411	21902	2	230
21903	22518	1	231
22519	22936	0	232
22937	23714	1	233
23715	24593	2	234
24594	25310	1	235
25311	25810	2	236
25811	26595	1	237
26596	27192	0	238
27193	27674	1	239
27675	28147	2	240
28148	29173	1	241	인사
29174	29554	0	263	fade-out
