0	706	0	018	fade-in
707	810	1	019	인사
811	2447	1	020
2448	3058	2	021
3059	4035	1	022
4036	4818	0	023
4819	6646	1	024
6647	7800	2	025
7801	9271	1	026
9272	9978	2	028
9979	11898	1	029
11899	13329	2	030
13330	13962	0	031
13963	14583	1	032
14584	15344	2	033
15345	16333	1	034
16334	16805	2	035
16806	18339	1	036
18340	19213	2	037
19214	20085	1	038
20086	20337	0	039
20338	22229	1	040
22230	22993	2	041
22994	24824	1	042
24825	25464	2	043
25465	27548	1	044
27549	29536	2	045
29537	29967	0	046
29968	32228	1	047
32229	32273	1	050	인사
32274	33139	0	084	fade-out
