0	36	0	018	fade-in
37	118	1	019	인사
118	634	1	020
635	1463	2	021
1464	2316	1	022
2317	3157	0	023
3158	4055	2	024
4056	4361	1	025
4362	4966	2	026
4967	5657	1	027
5658	7402	2	028
7403	8311	1	029
8312	8918	0	030
8919	9557	1	031
9558	10893	2	032
10894	11415	1	033
11416	12616	2	034
12617	13545	1	035
13546	14829	2	038
14830	15960	1	040
15961	17760	2	041
17761	19103	1	042
19104	19493	2	043
19494	20689	1	044
20690	21663	2	045
21664	22170	0	046
22171	23179	2	047
23180	24388	1	050
24389	25600	2	051
25601	26077	0	052
26078	28405	1	053
28406	29071	2	055
29072	31079	1	056
31080	31963	2	057
31964	32719	1	060
32720	33612	2	061
33613	33910	1	062
33911	33950	1	082	인사
33951	34050	0	084	fade-out
