0	661	0	019	fade-in
662	1560	1	031	인사
1561	1987	2	032
1988	2337	0	033
2338	3076	1	034
3077	4068	2	035
4069	4761	0	036
4762	5590	1	037
5591	6439	2	038
6440	7207	1	039
7208	7792	2	040
7793	8155	0	041
8156	9001	1	042
9002	9678	2	043
9679	10894	1	044
10895	11544	2	045
11545	12169	0	046
12170	13506	1	047
13507	14184	2	048
14185	15344	1	049
15345	16031	2	050
16032	16502	0	051
16503	17510	1	052
17511	17744	2	053
17745	18214	0	054
18215	19100	1	055
19101	20131	2	056
20132	20770	0	057
20771	21712	1	058
21713	22081	2	059
22082	23200	1	060
23201	24215	2	061
24216	24662	0	062
24663	25636	1	063
25637	26279	2	064
26280	26980	1	065
26981	27539	2	066
27540	28664	1	067
28665	29193	2	068
29194	29764	0	069
29765	30308	2	070
30309	31025	1	071
31026	31716	2	072
31717	32290	1	073
32291	32886	0	074
32887	34543	1	075	인사
34544	34934	0	090	fade-out
