0	940	0	031	fade-in
941	1210	1	032
1211	1327	0	033
1328	1444	2	034
1445	2321	1	035
2322	2702	2	036
2703	3073	1	037
3074	3170	2	038
3171	3907	1	039
3908	4120	2	040
4121	4807	1	041
4808	4927	2	042
4928	5664	1	043
5665	5779	2	044
5780	7498	1	045
7499	7755	2	046
7756	8052	1	047
8053	8168	2	048
8169	8666	1	049
8667	8812	0	050
8813	9068	1	051
9069	9263	2	052
9264	10046	1	053
10047	10224	2	054
10225	10806	1	055
10807	10941	0	056
10942	12265	1	057
12266	12478	2	058
12479	12632	1	059
12633	12756	0	060
12757	13401	1	061
13402	13689	2	062
13690	14819	1	063
14820	14935	0	064
14936	15092	2	065
15093	16925	1	066
16926	17997	0	097	fade-out
