0	794	0	091	fade-in
795	1742	1	102
1743	2693	2	199
2694	3472	1	200
3473	4120	2	201
4121	5386	1	202
5387	6030	0	203
6031	6377	2	204
6378	7338	1	205
7339	8061	2	206
8062	9040	1	207
9041	9664	2	208
9665	11243	1	209
11244	12151	2	210
12152	12416	0	211
12417	13120	1	212
13121	14034	2	213
14035	15085	1	214
15086	15279	0	215
15280	15918	1	216
15919	16538	2	217
16539	17921	1	218
17922	18316	2	219
18317	19423	1	220
19424	20005	2	221
20006	20703	1	222
20704	21051	0	223
21052	21864	1	224
21865	22893	2	225
22894	23800	1	226
23801	24894	2	227
24895	25130	0	228
25131	26282	1	229
26283	27340	2	230
27341	27559	0	231
27560	28838	1	232
28839	29878	2	233
29879	31067	1	234
31068	31385	2	235
31386	31979	0	236
31980	32698	1	237	fade-out
32699	36378	0	238
