0	594	0	018	fade-in
595	1938	1	019	인사
1939	2830	2	020
2831	3733	1	021
3734	4305	2	022
4306	5218	1	023
5219	5755	2	024
5756	6647	1	025
6648	7104	2	026
7105	7568	0	027
7569	8255	2	028
8256	9795	1	029
9796	10507	2	030
10508	11614	1	031
11615	12432	2	032
12433	12947	0	033
12948	13678	1	034
13679	14917	2	035
14918	15722	1	036
15723	16375	2	037
16376	17297	1	038
17298	17799	2	039
17800	18684	1	040
18685	20105	2	041
20106	21050	1	042
21051	21653	0	043
21654	22470	2	044
22471	23745	1	045
23746	24713	0	046
24714	25639	1	047
25640	26074	2	048
26075	26344	0	049
26345	28059	2	050
28060	29093	1	051
29094	29312	0	052
29313	30770	2	053
30771	31478	1	054
31479	31963	2	055
31964	32726	1	056
32727	33568	2	057
33569	34399	1	058
34400	34835	0	059
34836	35275	2	060
35276	35664	1	061	인사
35665	36324	0	062	fade-out
